Agriculture & Related Subjects,"Architecture, Building & Planning",Biological Sciences (excluding Psychology),Business & Administrative Studies,Combined,Computer Science,Creative Arts & Design,Economics,Education,Engineering & Technology,English Studies,Historical & Philosophical Studies,Languages (excluding English Studies),Law,Mass Communications & Documentation,Mathematical Sciences,Medicine & Dentistry,Nursing,Physical Sciences,Psychology,Social Studies (excluding Economics),Subjects Allied to Medicine (excluding Nursing),Total,Veterinary Science
16500,23200,16200,19400,19600,21100,14300,24500,18300,25100,16300,17400,19300,17200,15900,22500,36000,25500,19600,16300,18000,21000,18900,28300
